"tweet_id","date","screen_name","text"
"ID_1067285909865938944","Tue Nov 27 05:16:04 +0000 2018","arXiv_quant_ph","RT @arXiv_hep_ph: https://t.co/orsqt9Rjz9
V R Khalilov
Radiative dynamical mass of planar charged fermion in a constant
  homogeneous magne…"
"ID_1067286068414881792","Tue Nov 27 05:16:42 +0000 2018","BlackPhysicists","Comments on existence of Z(2) kink soliton configuration in N=2 scalar field theory. (arXiv:1811.09624v1 [hep-th])… https://t.co/sBAHQfPwnP"
"ID_1067287078143225856","Tue Nov 27 05:20:43 +0000 2018","BlackPhysicists","A Fresh Look at the Calculation of Tunneling Actions in Multi-Field Potentials. (arXiv:1811.09185v1 [hep-th] CROSS… https://t.co/D6KGN2tsLJ"
"ID_1067287336499666944","Tue Nov 27 05:21:44 +0000 2018","picca009","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067287390761312256","Tue Nov 27 05:21:57 +0000 2018","knzm2018","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067287398768394245","Tue Nov 27 05:21:59 +0000 2018","heghbalz","RT @RogerGrosse: arXiv: https://t.co/1XqlPXRErF
project page: https://t.co/dUIaMzk4p4"
"ID_1067287771729907712","Tue Nov 27 05:23:28 +0000 2018","henices","RT @ThuanpvNus: Smart Greybox Fuzzing paper is now available on Arxiv https://t.co/YBL54UbXLM. Key idea: structural and bit-level mutations…"
"ID_1067287830089658368","Tue Nov 27 05:23:42 +0000 2018","BlackPhysicists","An Explicit Electron-Vibron Model for Olfactory Inelastic Electron Transfer Spectroscopy. (arXiv:1811.10127v1 [… https://t.co/cXCyjF1BDH"
"ID_1067287996754362368","Tue Nov 27 05:24:22 +0000 2018","u_akihiro","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067288104220819456","Tue Nov 27 05:24:47 +0000 2018","evil_fortyone","ArXiv: Multi-Vehicle Trajectories Generation for Vehicle-to-Vehicle Encounters https://t.co/Qb3tKWA74Z"
"ID_1067288167064059904","Tue Nov 27 05:25:02 +0000 2018","math_papers","Defining rough sets using tolerances compatible with an equivalence. (arXiv:1811.09609v1 [https://t.co/id3x53Ur8O]) https://t.co/eM70eaufFp"
"ID_1067288206616346626","Tue Nov 27 05:25:12 +0000 2018","sei_shinagawa","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067288368369754112","Tue Nov 27 05:25:50 +0000 2018","vourja","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067288584766586880","Tue Nov 27 05:26:42 +0000 2018","BlackPhysicists","Network Abstractions of Prescription Patterns in a Medicaid Population. (arXiv:1811.09610v1 [stat.AP]) https://t.co/MCsXIixL5a #sociophysics"
"ID_1067289006113783808","Tue Nov 27 05:28:22 +0000 2018","BlackPhysicists","A gradient flow formulation for the stochastic Amari neural field model. (arXiv:1807.02575v2 [math.AP] UPDATED)… https://t.co/i2BhMtSpLs"
"ID_1067289414466981888","Tue Nov 27 05:30:00 +0000 2018","DMHunters","⟨arxiv:1811.09222⟩ Beyond the Standard models of particle physics and cosmology https://t.co/CteK5aupRK #Cosmology… https://t.co/qjYzUTW4ZH"
"ID_1067289674945687552","Tue Nov 27 05:31:02 +0000 2018","alison_0515","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067290382638080000","Tue Nov 27 05:33:51 +0000 2018","hyper_pigeon","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067291154951983104","Tue Nov 27 05:36:55 +0000 2018","aonotas","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067292271035453440","Tue Nov 27 05:41:21 +0000 2018","Santiag72427700","RT @arXiv_math_CT: https://t.co/JCqlw3PLQC
R Voorhaar
Parallel 2-transport and 2-group torsors https://t.co/C5qi8YIqKj"
"ID_1067292354959167489","Tue Nov 27 05:41:41 +0000 2018","oyanakama","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067292397124575233","Tue Nov 27 05:41:51 +0000 2018","J_Mark_Morris","#TOE 28.17 / A Brief Update on the Fundamental Model and Theory

How do I get authorized to submit a paper to arXiv? https://t.co/P0EMiqYt6g"
"ID_1067292474736021504","Tue Nov 27 05:42:09 +0000 2018","GGomezBaena","RT @astacus: First try with BioArxiv - new paper  lead AU @GGomezBaena on the post-translational complexity of urinary MUP expression in th…"
"ID_1067292537944190976","Tue Nov 27 05:42:25 +0000 2018","Santiag72427700","RT @arXiv_math_AT: https://t.co/0VMrd9xWKj
L Meng
Mayer-Vietoris systems and their applications https://t.co/fwV5aEQTzy"
"ID_1067292596890812416","Tue Nov 27 05:42:39 +0000 2018","limitationzoo","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067292925502066688","Tue Nov 27 05:43:57 +0000 2018","Santiag72427700","RT @arXiv_math_RT: https://t.co/N7xNUTJImz
P Koroteev et. al.
$(SL(N) q)$-opers  the $q$-Langlands correspondence  and
  quantum/classical…"
"ID_1067293199159476225","Tue Nov 27 05:45:02 +0000 2018","BlackPhysicists","Representation Results for Law Invariant Recursive Dynamic Deviation Measures and Risk Sharing. (arXiv:1811.09615v1… https://t.co/UMsR3HcpOl"
"ID_1067293264170995712","Tue Nov 27 05:45:18 +0000 2018","R_irokawa","RT @arXiv_math_NT: https://t.co/NUzFFrPCVi
D Bonolis
A Polynomial Sieve and Sums of Deligne Type https://t.co/RQ7kzl1Dnr"
"ID_1067293302414696449","Tue Nov 27 05:45:27 +0000 2018","R_irokawa","RT @arXiv_math_NT: https://t.co/juKtADeLhU
I I Bouw et. al.
Dynamical Belyi maps and arboreal Galois groups https://t.co/JqzrvDjMqS"
"ID_1067293422078160898","Tue Nov 27 05:45:55 +0000 2018","R_irokawa","RT @arXiv_math_AG: https://t.co/FcV8IuGH0R
Y Andreé
Singularities in mixed characteristic. The perfectoid approach https://t.co/DQCYckDV3P"
"ID_1067293424334721024","Tue Nov 27 05:45:56 +0000 2018","kaoriya","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067293907111702528","Tue Nov 27 05:47:51 +0000 2018","tkusano","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067294039823839234","Tue Nov 27 05:48:23 +0000 2018","BlackPhysicists","Probing the strange Higgs coupling at lepton colliders using light-jet flavor tagging. (arXiv:1811.09636v1 [hep-ph]… https://t.co/TyWVqfZnOa"
"ID_1067294514522468352","Tue Nov 27 05:50:16 +0000 2018","mofumofu1729","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067295653741572096","Tue Nov 27 05:54:47 +0000 2018","tw_mizunototori","RT @rezoolab: 論文をarXivに投稿しました．内容はサイズの大きいサンプルを扱うGANを効率的に学習する手法の提案．複数のsubsampling layerを用いて高解像度のGANモデルが学習可能に．これを用いた高解像度動画モデルも新しく提案，結果として従来手法を…"
"ID_1067295854489300992","Tue Nov 27 05:55:35 +0000 2018","haku35108036","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067295864241053696","Tue Nov 27 05:55:38 +0000 2018","nsd244","RT @rezoolab: 論文をarXivに投稿しました．内容はサイズの大きいサンプルを扱うGANを効率的に学習する手法の提案．複数のsubsampling layerを用いて高解像度のGANモデルが学習可能に．これを用いた高解像度動画モデルも新しく提案，結果として従来手法を…"
"ID_1067296809184313345","Tue Nov 27 05:59:23 +0000 2018","BlackPhysicists","$U(1)$ flavour symmetries as Peccei-Quinn symmetries. (arXiv:1811.09637v1 [hep-ph]) https://t.co/UOJ7fYVxA4 #physics"
"ID_1067297365822861312","Tue Nov 27 06:01:36 +0000 2018","koo1301","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067297379337072641","Tue Nov 27 06:01:39 +0000 2018","jastner109","RT @arxiv_cscv: Iterative fully convolutional neural networks for automatic vertebra segmentation and identification https://t.co/1rWb5QqLnb"
"ID_1067297388434382848","Tue Nov 27 06:01:41 +0000 2018","chihirow","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067297457829265408","Tue Nov 27 06:01:58 +0000 2018","jp_axs4ll","RT @arxiv_org: Multi-View Inpainting for RGB-D Sequence. https://t.co/cOjelT2bYJ https://t.co/UaYev9scH2"
"ID_1067298788866383873","Tue Nov 27 06:07:15 +0000 2018","tackman","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067299086473355264","Tue Nov 27 06:08:26 +0000 2018","EssamFakharany","RT @marcusborba: Generating a Training Dataset for Land Cover Classification to Advance Global Development
 
https://t.co/JQX6bYcq35 @arxiv…"
"ID_1067299234712567809","Tue Nov 27 06:09:01 +0000 2018","debasishborah","RT @DMHunters: ⟨arxiv:1811.09287⟩ Trinity: An Air-Shower Imaging System for the Detection of Cosmogenic Neutrinos https://t.co/DeobCo93tH #…"
"ID_1067299750444191744","Tue Nov 27 06:11:04 +0000 2018","arXiv_math_OA","RT @arXiv_math_FA: https://t.co/L3kA4fO5Nh
T Ehrhardt  Z Zhou
Asymptotics of determinants for finite sections of operators with almost
  pe…"
"ID_1067299825077628935","Tue Nov 27 06:11:22 +0000 2018","arXiv_math_OA","RT @arXiv_math_FA: https://t.co/m30EHGfjfN
M H Mortad
Counterexamples Related to Commutators of Unbounded Operators https://t.co/B8H6ndjez9"
"ID_1067299836930768896","Tue Nov 27 06:11:25 +0000 2018","arXiv_math_NT","RT @arXiv_math_CO: https://t.co/7AFXKfz5wp
H Cho et. al.
A bijection between self-conjugate and ordinary partitions and counting
  simultan…"
"ID_1067299851258482688","Tue Nov 27 06:11:28 +0000 2018","arXiv_math_AP","RT @arXiv_math_ph: https://t.co/NN2CDZZ3bb
A Durán et. al.
On the multi-symplectic structure of Boussinesq-type systems. I:
  Derivation an…"
"ID_1067299941578489857","Tue Nov 27 06:11:50 +0000 2018","YarmUI","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067300667612643329","Tue Nov 27 06:14:43 +0000 2018","arxiv_flying","#NAACL2019 Semantically-Aligned Equation Generation for Solving and Reasoning Math Word Problems. (arXiv:1811.00720… https://t.co/qes92qRmuR"
"ID_1067300696100233219","Tue Nov 27 06:14:50 +0000 2018","K_Ryuichirou","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067301401972363265","Tue Nov 27 06:17:38 +0000 2018","Rosenchild","RT @arxiv_org: Integrating Task-Motion Planning with Reinforcement Learning for Robust Decision Making i... https://t.co/WHMiPcOpo8 https:/…"
"ID_1067301888448585728","Tue Nov 27 06:19:34 +0000 2018","stealthinu","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067302310416707584","Tue Nov 27 06:21:14 +0000 2018","30eesti","RT @rezoolab: 論文をarXivに投稿しました．内容はサイズの大きいサンプルを扱うGANを効率的に学習する手法の提案．複数のsubsampling layerを用いて高解像度のGANモデルが学習可能に．これを用いた高解像度動画モデルも新しく提案，結果として従来手法を…"
"ID_1067302341173542912","Tue Nov 27 06:21:22 +0000 2018","assertpub_","""Rank-frequency distribution of natural languages: a difference of probabilities approach"" is the #1 paper on Arxiv… https://t.co/ylvLLai55h"
"ID_1067304160301699073","Tue Nov 27 06:28:36 +0000 2018","lostman","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067304206418280449","Tue Nov 27 06:28:47 +0000 2018","RandomAdversary","RT @arxiv_org: Distorting Neural Representations to Generate Highly Transferable Adversarial Examples. https://t.co/hgKfgP7JRP https://t.co…"
"ID_1067304607531986944","Tue Nov 27 06:30:22 +0000 2018","valarauca1","RT @arxiv_org: Distorting Neural Representations to Generate Highly Transferable Adversarial Examples. https://t.co/hgKfgP7JRP https://t.co…"
"ID_1067305841848659968","Tue Nov 27 06:35:16 +0000 2018","mweissbacher","RT @ThuanpvNus: Smart Greybox Fuzzing paper is now available on Arxiv https://t.co/YBL54UbXLM. Key idea: structural and bit-level mutations…"
"ID_1067305883451895808","Tue Nov 27 06:35:26 +0000 2018","jinpei0908","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067306289162674176","Tue Nov 27 06:37:03 +0000 2018","ai_papers","Structure-Based Networks for Drug Validation. (arXiv:1811.09714v1 [q-bio.QM]) https://t.co/Zgvzeymfob"
"ID_1067306550413398018","Tue Nov 27 06:38:05 +0000 2018","emulenews","RT @arXiv_math_NA: https://t.co/gehPI04WYJ
J Jackaman  T Pryer
Conservative Galerkin methods for dispersive Hamiltonian problems https://t.…"
"ID_1067307025628127233","Tue Nov 27 06:39:59 +0000 2018","emulenews","RT @arXiv_quant_ph: https://t.co/d4JvAgojEU
S Gudder
Toy Models for Quantum Field Theory https://t.co/soPw8k1xmK"
"ID_1067307349075877888","Tue Nov 27 06:41:16 +0000 2018","spoofyroot","RT @ThuanpvNus: Smart Greybox Fuzzing paper is now available on Arxiv https://t.co/YBL54UbXLM. Key idea: structural and bit-level mutations…"
"ID_1067307607608586240","Tue Nov 27 06:42:17 +0000 2018","yuma_koizumi","RT @arxiv_cscl: Bytes are All You Need: End-to-End Multilingual Speech Recognition and Synthesis with Bytes https://t.co/NAwcgilNeX"
"ID_1067307845001994240","Tue Nov 27 06:43:14 +0000 2018","_109man","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067308078079471616","Tue Nov 27 06:44:10 +0000 2018","nanothyll","RT @ThuanpvNus: Smart Greybox Fuzzing paper is now available on Arxiv https://t.co/YBL54UbXLM. Key idea: structural and bit-level mutations…"
"ID_1067308452903571462","Tue Nov 27 06:45:39 +0000 2018","VMakhoshi","RT @arXiv_math_NA: https://t.co/w9m6ROTGMO
S Noeiaghdam et. al.
Control of accuracy on Taylor-collocation method to solve the weakly
  regu…"
"ID_1067308545983401984","Tue Nov 27 06:46:01 +0000 2018","rofi","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
"ID_1067309317643272192","Tue Nov 27 06:49:05 +0000 2018","lakens","@jeroenbosman @PsyArXiv"
"ID_1067309546828267523","Tue Nov 27 06:50:00 +0000 2018","DMHunters","⟨arxiv:1811.08909⟩ Testing diffusion of cosmic rays in the heliosphere with p/He data from AMS… https://t.co/6rxazAuWvh"
"ID_1067309728198549504","Tue Nov 27 06:50:43 +0000 2018","f0rki","RT @ThuanpvNus: Smart Greybox Fuzzing paper is now available on Arxiv https://t.co/YBL54UbXLM. Key idea: structural and bit-level mutations…"
"ID_1067310612097589248","Tue Nov 27 06:54:14 +0000 2018","Ryuhei_Mori","log-appriximate-rank conjecture が refute されていた。
https://t.co/G4lgEEUaRU
今日の arXiv のやつはその量子版
https://t.co/RWpN1bWDra"
"ID_1067311219856629761","Tue Nov 27 06:56:39 +0000 2018","shubh_300595","RT @arxiv_org: Distorting Neural Representations to Generate Highly Transferable Adversarial Examples. https://t.co/hgKfgP7JRP https://t.co…"
"ID_1067313177552052225","Tue Nov 27 07:04:25 +0000 2018","superbradyon","RT @quolc: PFNでのインターンシップで研究していた、生成モデルを用いた意味的画像編集に関する論文をarXivにアップしました。CNN中間表現でのコラージュにより、多様な編集を直感的操作で実現する手法を提案しています。PFN小山さん、宮戸さん、米辻さんとの共同執筆です…"
